Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
335;21100894851;"International Journal of Supply and Operations Management";journal;"23831359, 23832525";"Kharazmi University";Yes;No;0,322;Q3;14;28;84;1309;164;84;1,96;46,75;32,89;0;12;Iran;Middle East;"Kharazmi University";"2018-2025";"Civil and Structural Engineering (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Management Science and Operations Research (Q3); Transportation (Q3)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
336;21100314709;"Decision Science Letters";journal;"19295804, 19295812";"Growing Science";Yes;Yes;0,321;Q3;32;78;151;3453;364;150;2,33;44,27;32,22;0;37;Canada;Northern America;"Growing Science";"2012-2025";"Decision Sciences (miscellaneous) (Q3)";"Decision Sciences"
337;21100464776;"Statistics, Optimization and Information Computing";journal;"23105070, 2311004X";"International Academic Press";Yes;No;0,321;Q3;22;119;207;4551;280;207;1,36;38,24;26,06;0;19;United States;Northern America;"International Academic Press";"2013-2025";"Artificial Intelligence (Q3); Computer Vision and Pattern Recognition (Q3); Control and Optimization (Q3); Information Systems (Q3); Signal Processing (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Mathematics"
338;21100206205;"IEEE Global Engineering Education Conference, EDUCON";conference and proceedings;"21659559, 21659567";"IEEE Computer Society";No;No;0,321;-;39;382;752;8936;1186;745;1,74;23,39;38,44;0;187;United States;Northern America;"IEEE Computer Society";"2012-2024";"Education; Engineering (miscellaneous); Information Systems and Management";"Decision Sciences; Engineering; Social Sciences"
339;21100923463;"Statistical Theory and Related Fields";journal;"24754277, 24754269";"Routledge";Yes;Yes;0,319;Q3;9;26;98;1012;85;97;1,15;38,92;37,66;0;3;United States;Northern America;"Routledge";"2017-2025";"Analysis (Q3); Applied Mathematics (Q3); Computational Theory and Mathematics (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Mathematics"
340;21100892782;"Journal of Payments Strategy and Systems";journal;"17501806, 17501814";"Henry Stewart Publications";No;No;0,312;Q3;9;36;109;839;87;97;0,51;23,31;27,45;0;20;United Kingdom;Western Europe;"Henry Stewart Publications";"2018-2024";"Accounting (Q3); Information Systems (Q3); Information Systems and Management (Q3); Management Information Systems (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences"
341;21101152758;"Journal of Information Systems Engineering and Business Intelligence";journal;"25986333, 24432555";"Airlangga University";Yes;Yes;0,310;Q3;6;30;23;1684;74;23;3,22;56,13;41,33;0;13;Indonesia;Asiatic Region;"Airlangga University";"2023-2024";"Computer Science (miscellaneous) (Q3); Information Systems (Q3); Information Systems and Management (Q3); Management Information Systems (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences"
342;21100913325;"Logforum";journal;"1734459X, 18952038";"Poznan School of Logistics";Yes;No;0,309;Q3;17;37;124;1620;233;124;1,36;43,78;32,04;0;23;Poland;Eastern Europe;"Poznan School of Logistics";"2019-2024";"Information Systems and Management (Q3); Management Information Systems (Q3); Management Science and Operations Research (Q3)";"Business, Management and Accounting; Decision Sciences"
343;21100200822;"Pakistan Journal of Statistics and Operation Research";journal;"22205810, 18162711";"College of Statistical and Actuarial Sciences, University of Punjab";Yes;No;0,309;Q3;29;40;189;1413;219;189;1,00;35,33;23,91;0;4;Pakistan;Asiatic Region;"College of Statistical and Actuarial Sciences, University of Punjab";"2011-2024";"Management Science and Operations Research (Q3); Modeling and Simulation (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics"
344;21100838045;"Sankhya A";journal;"0976836X, 09768378";"Springer India";No;No;0,309;Q3;12;60;130;1873;97;130;0,78;31,22;14,15;1;3;India;Asiatic Region;"Springer India";"2010-2025";"Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics"
345;21100464314;"International Journal of Construction Supply Chain Management";journal;"11790776";"Massey University";Yes;Yes;0,308;Q3;11;6;48;323;117;48;2,47;53,83;20,00;0;2;New Zealand;Pacific Region;"Massey University";"2015-2024";"Building and Construction (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences; Engineering"
346;21101181972;"Sustainable Engineering and Innovation";journal;"27120562";"Research and Development Academy";Yes;Yes;0,306;Q3;6;26;24;1034;88;23;3,67;39,77;26,87;0;13;Bosnia and Herzegovina;Eastern Europe;"Research and Development Academy";"2023-2024";"Architecture (Q2); Computer Science (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q3); Energy (miscellaneous) (Q3)";"Computer Science; Decision Sciences; Energy; Engineering"
347;21101200922;"Proceedings of the International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks, WiOpt";conference and proceedings;"26903342, 26903334";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,305;-;4;48;93;1074;78;92;0,84;22,38;23,29;0;3;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2023-2024";"Computer Networks and Communications; Control and Optimization; Information Systems and Management; Modeling and Simulation";"Computer Science; Decision Sciences; Mathematics"
348;19400158510;"Logistics Research";journal;"18650368, 1865035X";"Bundesvereinigung Logistik (BVL)";Yes;Yes;0,304;Q3;30;8;28;670;50;28;1,36;83,75;21,43;0;1;Germany;Western Europe;"Bundesvereinigung Logistik (BVL)";"2009-2024";"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Information Systems (Q3); Management Information Systems (Q3); Management Science and Operations Research (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
349;21100202502;"International Journal of Mathematics in Operational Research";journal;"17575850, 17575869";"Inderscience";Yes;No;0,303;Q3;31;73;230;3073;346;230;1,67;42,10;31,37;0;11;Switzerland;Western Europe;"Inderscience";"2009-2024";"Decision Sciences (miscellaneous) (Q3); Modeling and Simulation (Q3)";"Decision Sciences; Mathematics"
350;23110;"Asia-Pacific Journal of Operational Research";journal;"02175959, 17937019";"World Scientific Publishing Co. Pte Ltd";No;No;0,300;Q3;39;86;217;3468;305;211;1,32;40,33;41,18;0;6;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"1991, 1996-2025";"Management Science and Operations Research (Q3)";"Decision Sciences"
351;300147003;"Journal of Futures Studies";journal;"10276084";"Tamkang University";No;No;0,297;Q3;27;30;103;1325;120;101;1,03;44,17;47,17;0;11;Taiwan;Asiatic Region;"Tamkang University";"2005-2024";"History and Philosophy of Science (Q2); Decision Sciences (miscellaneous) (Q3); Development (Q3)";"Arts and Humanities; Decision Sciences; Social Sciences"
352;6200180167;"International Journal of Technology Intelligence and Planning";journal;"17402832, 17402840";"Inderscience Enterprises Ltd";No;No;0,296;Q3;19;5;8;363;18;8;2,00;72,60;38,46;0;3;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2004-2022, 2024";"Information Systems and Management (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Decision Sciences"
353;19900193685;"International Journal of Knowledge-Based and Intelligent Engineering Systems";journal;"13272314, 18758827";"SAGE Publications Ltd";No;No;0,295;Q3;25;29;96;1820;171;96;2,09;62,76;39,68;0;12;Netherlands;Western Europe;"SAGE Publications Ltd";"2004-2024";"Artificial Intelligence (Q3); Control and Systems Engineering (Q3); Software (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Engineering; Mathematics"
354;88934;"Journal of Cases on Information Technology";journal;"15487717, 15487725";"IGI Publishing";No;No;0,294;Q3;22;38;86;1338;174;86;1,27;35,21;48,65;0;10;United States;Northern America;"IGI Publishing";"2005-2025";"Computer Science Applications (Q3); Information Systems (Q3); Information Systems and Management (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences"
355;21100901570;"Proceedings of International Conference on Applied Innovation in IT";conference and proceedings;"21998876";"Anhalt University of Applied Sciences";Yes;No;0,294;-;7;69;98;1352;70;94;0,83;19,59;49,06;0;37;Germany;Western Europe;"Anhalt University of Applied Sciences";"2018-2024";"Computer Science Applications; Engineering (miscellaneous); Information Systems; Information Systems and Management";"Computer Science; Decision Sciences; Engineering"
356;21101206092;"Journal of Applied Research on Industrial Engineering";journal;"26766167, 25385100";"Research Expansion Alliance (REA)";Yes;Yes;0,293;Q3;11;40;122;1967;222;122;1,81;49,18;27,52;0;17;Serbia;Eastern Europe;"Research Expansion Alliance (REA)";"2021-2025";"Control and Systems Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Information Systems and Management (Q3); Management Science and Operations Research (Q3)";"Decision Sciences; Engineering"
357;21100869515;"International Journal of the Analytic Hierarchy Process";journal;"19366744";"Creative Decisions Foundation";Yes;Yes;0,292;Q3;11;13;73;577;85;69;1,21;44,38;22,73;0;4;United States;Northern America;"Creative Decisions Foundation";"2018-2024";"Decision Sciences (miscellaneous) (Q3)";"Decision Sciences"
358;19700170105;"Problems and Perspectives in Management";journal;"17277051, 18105467";"LLC CPC Business Perspectives";Yes;No;0,291;Q3;34;216;589;10726;1251;589;2,06;49,66;50,26;0;126;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2003-2025";"Law (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Information Systems and Management (Q3); Public Administration (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
359;144884;"WSEAS Transactions on Mathematics";journal;"11092769";"World Scientific and Engineering Academy and Society";No;No;0,290;Q3;26;107;293;2588;242;293;0,88;24,19;37,31;0;5;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2005-2014, 2017-2025";"Algebra and Number Theory (Q3); Applied Mathematics (Q3); Computational Mathematics (Q3); Control and Optimization (Q3); Discrete Mathematics and Combinatorics (Q3); Management Science and Operations Research (Q3); Statistics and Probability (Q3); Endocrinology, Diabetes and Metabolism (Q4)";"Decision Sciences; Mathematics; Medicine"
360;21101021407;"Operations Research and Decisions";journal;"23916060, 20818858";"Wroclaw University of Science and Technology";Yes;Yes;0,286;Q3;8;50;94;2032;139;94;1,54;40,64;30,48;0;6;Poland;Eastern Europe;"Wroclaw University of Science and Technology";"2019-2024";"Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Modeling and Simulation (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Business, Management and Accounting; Decision Sciences; Mathematics"
361;19700201511;"Interdisciplinary Journal of Information, Knowledge, and Management";journal;"15551237, 15551229";"Informing Science Institute";Yes;No;0,284;Q3;32;36;79;2351;165;79;1,68;65,31;38,46;0;16;United States;Northern America;"Informing Science Institute";"2006-2025";"Computer Science (miscellaneous) (Q3); Information Systems and Management (Q3)";"Computer Science; Decision Sciences"
362;21100204516;"International Journal of Data Analysis Techniques and Strategies";journal;"17558050, 17558069";"Inderscience";No;No;0,284;Q3;20;20;57;768;74;56;1,65;38,40;28,85;0;3;Switzerland;Western Europe;"Inderscience";"2008-2024";"Applied Mathematics (Q3); Information Systems (Q3); Information Systems and Management (Q3)";"Computer Science; Decision Sciences; Mathematics"
363;21100207616;"International Journal of Sociotechnology and Knowledge Development";journal;"19416253, 19416261";"IGI Global Publishing";No;No;0,284;Q3;17;8;88;363;126;88;1,94;45,38;27,78;0;1;United States;Northern America;"IGI Global Publishing";"2009-2024";"Computer Science Applications (Q3); Information Systems and Management (Q3)";"Computer Science; Decision Sciences"
364;19900192134;"Decision Sciences Journal of Innovative Education";journal;"15404609, 15404595";"John Wiley and Sons Ltd";No;No;0,281;Q3;29;19;53;872;76;52;1,03;45,89;42,22;0;7;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2011-2025";"Business, Management and Accounting (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q3); Education (Q3)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
365;21101089574;"Revista de Administracao Contemporanea";journal;"19827849, 14156555";"Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao";Yes;Yes;0,281;Q3;10;42;159;2008;187;135;1,13;47,81;40,48;0;24;Brazil;Latin America;"Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao";"2019-2024";"Business, Management and Accounting (miscellaneous) (Q3); Management Science and Operations Research (Q3); Public Administration (Q3)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
366;21100803316;"Valori e Valutazioni";journal;"20362404";"Societa Italiana di Estimo e Valutazione (SIEV)";Yes;No;0,280;Q3;16;19;63;865;76;55;1,44;45,53;44,68;0;10;Italy;Western Europe;"Societa Italiana di Estimo e Valutazione (SIEV)";"2016-2024";"Law (Q2); Decision Sciences (miscellaneous) (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
367;21100836589;"International Journal of Business Environment";journal;"17400589, 17400597";"Inderscience Enterprises Ltd";No;No;0,278;Q3;11;20;61;1480;99;61;1,56;74,00;26,15;0;14;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2017-2025";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences"
368;12100154510;"International Journal of Enterprise Information Systems";journal;"15481115, 15481123";"IGI Publishing";No;No;0,276;Q3;30;0;29;0;51;29;1,00;0,00;0,00;0;0;United States;Northern America;"IGI Publishing";"2005-2023";"Computer Science Applications (Q3); Information Systems and Management (Q3); Management Information Systems (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences"
